,index,caiop,state,raiop,backers_count,goal,goal_mean,succ_mean,media_goal_regione,score,n_char,n_dot,n_word,n_word_per_sentence,polarity,subjectivity,Value
375,375,1.3034169746572,failed,8.5769861548823,0,7500.0,11486.2162162162,30.8706,9567.97660818713,0.0,136,2,23,11.5,0.175,0.525,8.0
376,376,1.3034169746572,successful,8.5769861548823,22,10000.0,11486.2162162162,30.8706,9567.97660818713,17.6796081103844,129,2,22,11.0,0.386666666666667,0.568888888888889,8.0
377,377,1.3034169746572,failed,8.5769861548823,1,6500.0,11486.2162162162,30.8706,9567.97660818713,9.60570648379073,115,2,16,8.0,0.16,0.54,8.0
378,378,1.02461417733412,failed,8.5769861548823,16,15000.0,6509.09090909091,30.8706,9567.97660818713,12.8251346303635,130,2,23,11.5,0.0,0.0,8.0
379,379,1.08792011466163,failed,8.5769861548823,2,15000.0,3243.75,30.8706,9567.97660818713,155.840601537975,133,1,23,23.0,0.204166666666667,0.516666666666667,8.0
380,380,1.33583216656867,canceled,8.5769861548823,1,800.0,7355.33333333333,34.2892,9567.97660818713,33.620355282836,125,2,19,9.5,0.2,1.0,8.0
381,381,1.33583216656867,failed,8.5769861548823,16,800.0,7355.33333333333,34.2892,9567.97660818713,32.5932228760068,129,2,24,12.0,0.0681818181818182,0.25,8.0
382,382,7.08664371402648,successful,8.5769861548823,2639,50000.0,9976.87341772152,34.2892,9567.97660818713,10.6933484320806,102,3,15,5.0,0.5625,0.75,8.0
383,383,7.08664371402648,successful,8.5769861548823,528,15000.0,9976.87341772152,34.2892,9567.97660818713,29.7138501124799,132,1,20,20.0,0.0333333333333333,0.5,8.0
384,384,7.08664371402648,successful,8.5769861548823,407,3000.0,9976.87341772152,34.2892,9567.97660818713,0.0,105,1,18,18.0,0.25,0.333333333333333,8.0
385,385,1.3401695840397,failed,8.5769861548823,4,3000.0,11184.3650793651,34.2892,9567.97660818713,39.518231658805,136,1,23,23.0,0.625,0.625,8.0
386,386,1.3401695840397,failed,8.5769861548823,1,1000.0,11184.3650793651,34.2892,9567.97660818713,0.0,120,2,18,9.0,0.0,0.0625,8.0
387,387,1.3401695840397,failed,8.5769861548823,7,3150.0,11184.3650793651,34.2892,9567.97660818713,0.0,127,1,17,17.0,-0.125,0.375,8.0
388,388,1.3401695840397,failed,8.5769861548823,5,180000.0,11184.3650793651,34.2892,9567.97660818713,-5.18932376068815,124,2,17,8.5,0.318181818181818,0.477272727272727,8.0
389,389,1.06405539100702,successful,8.5769861548823,15,400.0,2152.0,34.2892,9567.97660818713,0.0,45,1,10,10.0,0.0,0.0,8.0
390,390,1.06405539100702,canceled,8.5769861548823,10,1300.0,2152.0,34.2892,9567.97660818713,0.0,70,1,15,15.0,0.0,0.0,8.0
391,391,5.70298361464505,failed,8.5769861548823,8,500.0,11889.0985915493,34.2892,9567.97660818713,0.0,136,1,24,24.0,0.713541666666667,0.777777777777778,8.0
392,392,5.70298361464505,failed,8.5769861548823,3,20000.0,11889.0985915493,34.2892,9567.97660818713,29.0790835563712,136,2,18,9.0,0.0681818181818182,0.227272727272727,8.0
393,393,10.0,successful,8.5769861548823,3504,20000.0,8135.55405405405,34.2892,9567.97660818713,31.7218627862549,72,1,10,10.0,-0.7,0.7,8.0
394,394,10.0,successful,8.5769861548823,58,2500.0,8135.55405405405,34.2892,9567.97660818713,0.0,133,1,22,22.0,-0.0962121212121212,0.618181818181818,8.0
395,395,10.0,failed,8.5769861548823,58,7000.0,8135.55405405405,34.2892,9567.97660818713,36.0368358606196,38,2,6,3.0,0.0,0.0,8.0
396,396,10.0,successful,8.5769861548823,24,999.0,8135.55405405405,34.2892,9567.97660818713,-13.783576652177,109,1,18,18.0,0.034375,0.4625,8.0
397,397,10.0,successful,8.5769861548823,752,17000.0,8135.55405405405,34.2892,9567.97660818713,11.9944909527006,119,2,18,9.0,-0.0416666666666667,0.483333333333333,8.0
398,398,10.0,successful,8.5769861548823,667,17000.0,8135.55405405405,34.2892,9567.97660818713,34.1818948301512,80,2,11,5.5,0.0,0.0,8.0
399,399,1.3034169746572,successful,8.5769861548823,842,20000.0,11486.2162162162,34.2892,9567.97660818713,19.5548692414851,135,1,21,21.0,0.0,0.0666666666666667,8.0
400,400,1.3034169746572,failed,8.5769861548823,2,6000.0,11486.2162162162,34.2892,9567.97660818713,16.1473204784934,132,2,18,9.0,0.35,0.65,8.0
401,401,1.3034169746572,failed,8.5769861548823,4,10000.0,11486.2162162162,34.2892,9567.97660818713,88.6328001984464,136,1,23,23.0,0.0,0.0,8.0
402,402,1.3034169746572,successful,8.5769861548823,135,20000.0,11486.2162162162,34.2892,9567.97660818713,32.1104042243707,119,1,18,18.0,0.5,0.5,8.0
403,403,1.3034169746572,successful,8.5769861548823,81,40000.0,11486.2162162162,34.2892,9567.97660818713,47.1740737220586,99,2,18,9.0,0.104166666666667,0.520833333333333,8.0
404,404,1.02461417733412,failed,8.5769861548823,1,7000.0,6509.09090909091,34.2892,9567.97660818713,-7.1297967999225,126,1,21,21.0,0.1,0.1125,8.0
405,405,1.02461417733412,canceled,8.5769861548823,0,600.0,6509.09090909091,34.2892,9567.97660818713,0.0,117,1,22,22.0,0.0,0.0,8.0
406,406,1.00911476167968,failed,8.5769861548823,0,10000.0,1500.0,34.2892,9567.97660818713,16.5684988253051,99,1,18,18.0,0.0,0.0,8.0
407,407,1.33583216656867,successful,8.5769861548823,287,15000.0,7355.33333333333,34.61525,9567.97660818713,13.9205860363741,121,1,21,21.0,0.0,0.0,8.0
408,408,1.33583216656867,successful,8.5769861548823,59,50.0,7355.33333333333,34.61525,9567.97660818713,5.80057945020346,26,1,4,4.0,0.416666666666667,0.5,8.0
409,409,1.33583216656867,failed,8.5769861548823,1,5000.0,7355.33333333333,34.61525,9567.97660818713,34.103685682569,124,1,19,19.0,0.136363636363636,0.454545454545455,8.0
410,410,7.08664371402648,failed,8.5769861548823,3,1000.0,9976.87341772152,34.61525,9567.97660818713,23.4154338742336,126,1,18,18.0,0.362857142857143,0.560952380952381,8.0
411,411,7.08664371402648,successful,8.5769861548823,7,2500.0,9976.87341772152,34.61525,9567.97660818713,45.6094815903508,44,1,7,7.0,0.0,0.125,8.0
412,412,7.08664371402648,failed,8.5769861548823,50,150000.0,9976.87341772152,34.61525,9567.97660818713,0.0,99,1,15,15.0,0.5,1.0,8.0
413,413,7.08664371402648,successful,8.5769861548823,413,8000.0,9976.87341772152,34.61525,9567.97660818713,-0.32534908281994,127,1,22,22.0,-0.5,0.85,8.0
414,414,1.3401695840397,failed,8.5769861548823,0,1800000.0,11184.3650793651,34.61525,9567.97660818713,21.5284827095943,134,1,22,22.0,0.378787878787879,0.293181818181818,8.0
415,415,1.3401695840397,failed,8.5769861548823,35,5400.0,11184.3650793651,34.61525,9567.97660818713,42.1492889426563,132,1,17,17.0,-0.125,0.375,8.0
416,416,1.3401695840397,failed,8.5769861548823,2,39000.0,11184.3650793651,34.61525,9567.97660818713,28.273096338598,133,2,22,11.0,-0.0125,0.1875,8.0
417,417,1.3401695840397,failed,8.5769861548823,3,5000.0,11184.3650793651,34.61525,9567.97660818713,5.57325732240221,103,1,19,19.0,0.0,0.0,8.0
418,418,1.3401695840397,failed,8.5769861548823,4,100000.0,11184.3650793651,34.61525,9567.97660818713,0.0,101,2,17,8.5,0.3,0.2,8.0
419,419,1.3401695840397,successful,8.5769861548823,51,4500.0,11184.3650793651,34.61525,9567.97660818713,2.13373975875535,130,1,15,15.0,0.3,1.0,8.0
420,420,1.06405539100702,successful,8.5769861548823,60,2000.0,2152.0,34.61525,9567.97660818713,14.1252320344318,129,1,21,21.0,0.4,0.8,8.0
421,421,1.06405539100702,successful,8.5769861548823,6,100.0,2152.0,34.61525,9567.97660818713,36.056873003051,121,1,23,23.0,-0.125,0.375,8.0
422,422,1.06405539100702,failed,8.5769861548823,1,500.0,2152.0,34.61525,9567.97660818713,43.4408176790714,116,3,18,6.0,0.268701298701299,0.630194805194805,8.0
423,423,7.40445506048152,successful,8.5769861548823,42,1200.0,2491.03333333333,34.61525,9567.97660818713,149.308613556599,61,1,6,6.0,0.0,0.0,8.0
424,424,5.70298361464505,successful,8.5769861548823,30,2500.0,11889.0985915493,34.61525,9567.97660818713,35.0289453447351,107,1,18,18.0,0.85,1.0,8.0
425,425,5.70298361464505,failed,8.5769861548823,0,10000.0,11889.0985915493,34.61525,9567.97660818713,25.7266533895341,137,1,21,21.0,0.0,0.0,8.0
426,426,10.0,successful,8.5769861548823,775,15000.0,8135.55405405405,34.61525,9567.97660818713,16.8206143507265,118,2,19,9.5,0.0375,0.525,8.0
427,427,10.0,successful,8.5769861548823,22,500.0,8135.55405405405,34.61525,9567.97660818713,106.822538556803,67,1,13,13.0,0.5,0.6,8.0
428,428,10.0,failed,8.5769861548823,16,6000.0,8135.55405405405,34.61525,9567.97660818713,155.842900594514,119,2,18,9.0,0.71875,0.475,8.0
429,429,10.0,failed,8.5769861548823,15,9000.0,8135.55405405405,34.61525,9567.97660818713,9.31654633911975,20,1,3,3.0,0.0,0.0,8.0
430,430,10.0,failed,8.5769861548823,28,2100.0,8135.55405405405,34.61525,9567.97660818713,38.5751270612488,125,3,23,7.66666666666667,0.054004329004329,0.56017316017316,8.0
431,431,10.0,successful,8.5769861548823,402,7777.0,8135.55405405405,34.61525,9567.97660818713,28.9630353405746,101,1,17,17.0,-0.0859090909090909,0.415909090909091,8.0
432,432,10.0,successful,8.5769861548823,243,8400.0,8135.55405405405,34.61525,9567.97660818713,-8.02870919500938,39,1,5,5.0,0.0,0.0,8.0
433,433,10.0,successful,8.5769861548823,68,1000.0,8135.55405405405,34.61525,9567.97660818713,0.0,88,1,14,14.0,0.25,0.333333333333333,8.0
434,434,10.0,failed,8.5769861548823,116,5500.0,8135.55405405405,34.61525,9567.97660818713,41.2376314072133,72,1,10,10.0,-0.0714285714285714,0.142857142857143,8.0
435,435,1.3034169746572,failed,8.5769861548823,1,500.0,11486.2162162162,34.61525,9567.97660818713,16.1094570113106,39,1,5,5.0,0.210227272727273,0.477272727272727,8.0
436,436,1.3034169746572,successful,8.5769861548823,100,3000.0,11486.2162162162,34.61525,9567.97660818713,19.3837732251152,136,1,23,23.0,0.404166666666667,0.916666666666667,8.0
437,437,1.02461417733412,failed,8.5769861548823,2,4500.0,6509.09090909091,34.61525,9567.97660818713,62.5322383920521,133,1,19,19.0,0.3,0.5,8.0
438,438,1.02461417733412,failed,8.5769861548823,2,5000.0,6509.09090909091,34.61525,9567.97660818713,44.0322810853584,127,1,16,16.0,0.0,0.0,8.0
439,439,1.00911476167968,failed,8.5769861548823,1,50000.0,1500.0,34.61525,9567.97660818713,0.0,123,1,14,14.0,0.0,0.0,8.0
440,440,7.08664371402648,successful,8.5769861548823,68,2600.0,9976.87341772152,34.933075,9567.97660818713,0.0,78,1,12,12.0,0.232142857142857,0.416666666666667,8.0
441,441,7.08664371402648,successful,8.5769861548823,946,50000.0,9976.87341772152,34.933075,9567.97660818713,21.8321901459143,135,1,15,15.0,0.0,0.0,8.0
442,442,7.08664371402648,successful,8.5769861548823,23,4700.0,9976.87341772152,34.933075,9567.97660818713,0.0,68,6,8,1.33333333333333,0.0,0.357142857142857,8.0
443,443,7.08664371402648,successful,8.5769861548823,268,50000.0,9976.87341772152,34.933075,9567.97660818713,22.2330117373709,137,1,17,17.0,0.225,0.316666666666667,8.0
444,444,1.3401695840397,failed,8.5769861548823,3,56000.0,11184.3650793651,34.933075,9567.97660818713,19.472419854554,125,1,19,19.0,0.0,0.0,8.0
445,445,1.3401695840397,failed,8.5769861548823,31,397000.0,11184.3650793651,34.933075,9567.97660818713,0.0,120,1,19,19.0,0.8125,0.4,8.0
446,446,1.3401695840397,failed,8.5769861548823,2,10000.0,11184.3650793651,34.933075,9567.97660818713,43.4040449986367,129,1,25,25.0,0.144444444444444,0.411111111111111,8.0
447,447,1.3401695840397,failed,8.5769861548823,1,1000.0,11184.3650793651,34.933075,9567.97660818713,28.5992814517034,116,1,18,18.0,0.05,0.378571428571429,8.0
448,448,1.3401695840397,successful,8.5769861548823,59,4000.0,11184.3650793651,34.933075,9567.97660818713,31.2813689583398,66,1,12,12.0,0.541666666666667,0.833333333333333,8.0
449,449,1.3401695840397,failed,8.5769861548823,4,6000.0,11184.3650793651,34.933075,9567.97660818713,16.0138194191246,94,1,14,14.0,0.1875,0.25,8.0
450,450,1.3401695840397,failed,8.5769861548823,10,85000.0,11184.3650793651,34.933075,9567.97660818713,15.9236604161082,101,1,12,12.0,0.0,0.0,8.0
451,451,1.3401695840397,failed,8.5769861548823,14,9900.0,11184.3650793651,34.933075,9567.97660818713,9.27264145262708,136,1,17,17.0,-0.0166666666666667,0.375,8.0
452,452,1.3401695840397,failed,8.5769861548823,0,10000.0,11184.3650793651,34.933075,9567.97660818713,0.0,59,1,11,11.0,0.0,0.0,8.0
453,453,1.3401695840397,failed,8.5769861548823,4,1600.0,11184.3650793651,34.933075,9567.97660818713,0.0,52,2,10,5.0,0.4,0.65,8.0
454,454,1.3401695840397,failed,8.5769861548823,6,29900.0,11184.3650793651,34.933075,9567.97660818713,0.0,135,1,20,20.0,0.3375,1.0,8.0
455,455,2.10285504987634,failed,8.5769861548823,4,8000.0,2318.5,34.933075,9567.97660818713,136.313339709307,80,1,11,11.0,0.125,0.166666666666667,8.0
456,456,7.40445506048152,failed,8.5769861548823,3,6000.0,2491.03333333333,34.933075,9567.97660818713,-1.44691043733533,134,1,25,25.0,0.5625,0.5,8.0
457,457,7.40445506048152,failed,8.5769861548823,3,25000.0,2491.03333333333,34.933075,9567.97660818713,29.0810343463855,132,1,25,25.0,1.0,0.3,8.0
458,458,7.40445506048152,successful,8.5769861548823,56,4000.0,2491.03333333333,34.933075,9567.97660818713,8.07005555238376,79,1,13,13.0,0.0681818181818182,0.377272727272727,8.0
459,459,2.13355180061349,successful,8.5769861548823,189,10000.0,5018.55319148936,34.933075,9567.97660818713,29.3198880097928,117,1,16,16.0,0.0,0.0,8.0
460,460,2.13355180061349,failed,8.5769861548823,1,13000.0,5018.55319148936,34.933075,9567.97660818713,16.2593167842918,130,2,22,11.0,0.2,0.333333333333333,8.0
461,461,5.70298361464505,successful,8.5769861548823,51,1500.0,11889.0985915493,34.933075,9567.97660818713,21.3128798211859,125,1,22,22.0,0.562121212121212,0.701515151515152,8.0
462,462,5.70298361464505,successful,8.5769861548823,77,9000.0,11889.0985915493,34.933075,9567.97660818713,27.5576060787136,39,1,6,6.0,0.0,0.0,8.0
463,463,5.70298361464505,successful,8.5769861548823,64,30000.0,11889.0985915493,34.933075,9567.97660818713,0.0,135,1,21,21.0,0.255,0.56,8.0
464,464,10.0,successful,8.5769861548823,1082,5000.0,8135.55405405405,34.933075,9567.97660818713,35.1373550182772,125,1,17,17.0,0.0,0.0,8.0
465,465,10.0,successful,8.5769861548823,338,5000.0,8135.55405405405,34.933075,9567.97660818713,-1.25387782750218,125,1,22,22.0,0.166666666666667,0.333333333333333,8.0
466,466,10.0,successful,8.5769861548823,128,3000.0,8135.55405405405,34.933075,9567.97660818713,37.2998673924172,72,1,10,10.0,-0.4,0.4,8.0
467,467,10.0,failed,8.5769861548823,0,2000.0,8135.55405405405,34.933075,9567.97660818713,35.4980832830769,135,1,24,24.0,0.225,0.7,8.0
468,468,10.0,successful,8.5769861548823,326,10000.0,8135.55405405405,34.933075,9567.97660818713,154.580253648024,134,4,20,5.0,0.5,1.0,8.0
469,469,10.0,successful,8.5769861548823,201,4500.0,8135.55405405405,34.933075,9567.97660818713,35.8078940753398,105,1,14,14.0,0.0787878787878788,0.2,8.0
470,470,10.0,successful,8.5769861548823,650,300.0,8135.55405405405,34.933075,9567.97660818713,9.1083651030593,69,1,11,11.0,0.5,0.8,8.0
471,471,1.3034169746572,failed,8.5769861548823,1,2500.0,11486.2162162162,34.933075,9567.97660818713,107.533052021539,65,1,10,10.0,0.5,0.5,8.0
472,472,1.3034169746572,failed,8.5769861548823,2,15000.0,11486.2162162162,34.933075,9567.97660818713,38.9375573222079,133,5,19,3.8,0.1875,0.675,8.0
473,473,1.3034169746572,failed,8.5769861548823,0,100000.0,11486.2162162162,34.933075,9567.97660818713,59.3875929951269,108,1,18,18.0,-0.133333333333333,0.360714285714286,8.0
474,474,1.02461417733412,failed,8.5769861548823,16,4000.0,6509.09090909091,34.933075,9567.97660818713,42.3448455013859,136,1,24,24.0,0.65625,0.616666666666667,8.0
475,475,1.02461417733412,failed,8.5769861548823,3,2500.0,6509.09090909091,34.933075,9567.97660818713,8.79230190088751,134,2,22,11.0,-0.25,1.0,8.0
476,476,1.02461417733412,failed,8.5769861548823,0,15000.0,6509.09090909091,34.933075,9567.97660818713,0.15527911944784,6,1,1,1.0,0.0,0.0,8.0
477,477,1.02461417733412,successful,8.5769861548823,177,14000.0,6509.09090909091,34.933075,9567.97660818713,33.8927379971331,133,1,22,22.0,0.0,0.0,8.0
478,478,1.02065455954235,failed,10.0,12,4000.0,3262.5,27.3139333333333,6305.12345679012,50.2789272004227,96,1,17,17.0,0.0,0.0,10.5
479,479,1.3401695840397,successful,10.0,62,5000.0,11184.3650793651,27.3139333333333,6305.12345679012,0.0,107,2,14,7.0,-0.0653846153846154,0.430769230769231,10.5
480,480,1.3401695840397,successful,10.0,105,2000.0,11184.3650793651,27.3139333333333,6305.12345679012,155.821624006643,127,1,20,20.0,0.25,0.25,10.5
481,481,1.3401695840397,successful,10.0,571,18000.0,11184.3650793651,27.3139333333333,6305.12345679012,0.0,132,1,19,19.0,0.192857142857143,0.468571428571429,10.5
482,482,1.3401695840397,failed,10.0,0,20000.0,11184.3650793651,27.3139333333333,6305.12345679012,0.0,66,2,10,5.0,0.141666666666667,0.2,10.5
483,483,1.3401695840397,failed,10.0,2,100000.0,11184.3650793651,27.3139333333333,6305.12345679012,36.3151729554392,58,1,9,9.0,0.0,0.375,10.5
484,484,1.3401695840397,failed,10.0,29,45000.0,11184.3650793651,27.3139333333333,6305.12345679012,0.0,101,1,16,16.0,0.4,0.6,10.5
485,485,1.3401695840397,failed,10.0,4,10000.0,11184.3650793651,27.3139333333333,6305.12345679012,0.0,136,2,22,11.0,0.0,0.0,10.5
486,486,2.10285504987634,successful,10.0,34,500.0,2318.5,27.3139333333333,6305.12345679012,124.458302715254,116,1,16,16.0,0.0,0.0,10.5
487,487,2.10285504987634,successful,10.0,268,300.0,2318.5,27.3139333333333,6305.12345679012,36.4481960985587,123,1,22,22.0,0.2,0.3,10.5
488,488,2.10285504987634,failed,10.0,8,5000.0,2318.5,27.3139333333333,6305.12345679012,39.7394839851113,133,2,19,9.5,0.5,0.5,10.5
489,489,1.06405539100702,canceled,10.0,0,30.0,2152.0,27.3139333333333,6305.12345679012,23.9221448176878,119,3,13,4.33333333333333,0.0,0.0,10.5
490,490,1.06405539100702,failed,10.0,1,1000.0,2152.0,27.3139333333333,6305.12345679012,3.58739320160302,22,1,5,5.0,0.0,0.0,10.5
491,491,7.40445506048152,canceled,10.0,1,1500.0,2491.03333333333,27.3139333333333,6305.12345679012,2.47469677195861,135,3,21,7.0,0.115625,0.708333333333333,10.5
492,492,7.40445506048152,failed,10.0,0,3000.0,2491.03333333333,27.3139333333333,6305.12345679012,27.1118131185208,129,1,19,19.0,0.5,0.5,10.5
493,493,7.40445506048152,failed,10.0,1,4000.0,2491.03333333333,27.3139333333333,6305.12345679012,17.7530725246718,123,1,19,19.0,0.25,1.0,10.5
494,494,7.40445506048152,failed,10.0,30,10000.0,2491.03333333333,27.3139333333333,6305.12345679012,23.3828860105333,55,1,12,12.0,0.0,0.0,10.5
495,495,7.40445506048152,canceled,10.0,0,250.0,2491.03333333333,27.3139333333333,6305.12345679012,46.182588324786,135,1,25,25.0,0.02,0.64,10.5
496,496,7.40445506048152,failed,10.0,0,15000.0,2491.03333333333,27.3139333333333,6305.12345679012,-0.658945232163461,124,2,19,9.5,0.0,0.0,10.5
497,497,2.13355180061349,canceled,10.0,8,4000.0,5018.55319148936,27.3139333333333,6305.12345679012,10.8849616023545,128,1,24,24.0,0.136363636363636,0.5,10.5
498,498,10.0,successful,10.0,32,4000.0,8135.55405405405,27.3139333333333,6305.12345679012,43.7596410505559,93,1,15,15.0,0.0,0.0,10.5
499,499,10.0,successful,10.0,593,6000.0,8135.55405405405,27.3139333333333,6305.12345679012,30.7966557249173,108,2,15,7.5,0.0,0.0,10.5
500,500,10.0,successful,10.0,244,7000.0,8135.55405405405,27.3139333333333,6305.12345679012,35.891652210786,125,1,19,19.0,0.108888888888889,0.568888888888889,10.5
501,501,10.0,successful,10.0,136,350.0,8135.55405405405,27.3139333333333,6305.12345679012,0.0,45,1,6,6.0,0.416666666666667,0.5,10.5
502,502,10.0,failed,10.0,1,100000.0,8135.55405405405,27.3139333333333,6305.12345679012,7.79210555087249,119,1,18,18.0,0.375,1.0,10.5
503,503,10.0,failed,10.0,3,8750.0,8135.55405405405,27.3139333333333,6305.12345679012,27.3154248298243,32,1,5,5.0,0.0,0.0,10.5
504,504,10.0,successful,10.0,389,7000.0,8135.55405405405,27.3139333333333,6305.12345679012,64.5440426824775,107,2,17,8.5,0.4,0.7,10.5
505,505,1.3034169746572,failed,10.0,6,5000.0,11486.2162162162,27.3139333333333,6305.12345679012,27.7851787964765,117,1,20,20.0,0.166666666666667,0.288888888888889,10.5
506,506,1.3034169746572,failed,10.0,2,12000.0,11486.2162162162,27.3139333333333,6305.12345679012,33.7949523719759,132,1,22,22.0,0.2875,0.8,10.5
507,507,1.3034169746572,failed,10.0,1,10000.0,11486.2162162162,27.3139333333333,6305.12345679012,121.943877656111,135,1,23,23.0,0.149090909090909,0.410909090909091,10.5
508,508,1.3034169746572,failed,10.0,4,55000.0,11486.2162162162,27.3139333333333,6305.12345679012,89.9220392882579,105,1,19,19.0,0.5,0.5,10.5
509,509,1.02461417733412,failed,10.0,2,250.0,6509.09090909091,27.3139333333333,6305.12345679012,6.15761604858434,27,1,3,3.0,0.0,0.3,10.5
510,510,1.02065455954235,successful,10.0,24,350.0,3262.5,36.997175,6305.12345679012,4.52274980400759,135,2,15,7.5,0.0,0.0,10.5
511,511,1.02065455954235,failed,10.0,3,330.0,3262.5,36.997175,6305.12345679012,0.0,136,2,17,8.5,0.4,0.4,10.5
512,512,1.33583216656867,canceled,10.0,0,25000.0,7355.33333333333,36.997175,6305.12345679012,64.2444042131503,32,1,6,6.0,0.125,0.5,10.5
513,513,1.33583216656867,failed,10.0,41,4500.0,7355.33333333333,36.997175,6305.12345679012,18.1465476808034,129,2,17,8.5,0.266666666666667,0.591666666666667,10.5
514,514,7.08664371402648,successful,10.0,38,7000.0,9976.87341772152,36.997175,6305.12345679012,0.0,135,1,22,22.0,0.375,0.75,10.5
515,515,7.08664371402648,successful,10.0,120,20000.0,9976.87341772152,36.997175,6305.12345679012,55.6392904342325,126,1,19,19.0,0.4,0.7,10.5
516,516,7.08664371402648,failed,10.0,0,4000.0,9976.87341772152,36.997175,6305.12345679012,15.8435351109418,117,1,15,15.0,0.0,0.0,10.5
517,517,7.08664371402648,failed,10.0,236,60000.0,9976.87341772152,36.997175,6305.12345679012,155.84497800315,113,2,21,10.5,0.0,0.0,10.5
518,518,1.3401695840397,canceled,10.0,75,100000.0,11184.3650793651,36.997175,6305.12345679012,31.3909808910545,126,2,20,10.0,0.375,0.8,10.5
519,519,1.3401695840397,failed,10.0,1,77000.0,11184.3650793651,36.997175,6305.12345679012,33.7545188117058,132,1,25,25.0,0.0,0.0,10.5
520,520,1.3401695840397,failed,10.0,0,1500.0,11184.3650793651,36.997175,6305.12345679012,-28.049150324903,123,1,22,22.0,0.0,0.1,10.5
521,521,1.3401695840397,failed,10.0,3,25000.0,11184.3650793651,36.997175,6305.12345679012,82.2016253180046,139,2,20,10.0,0.5,0.5,10.5
522,522,1.3401695840397,failed,10.0,0,20000.0,11184.3650793651,36.997175,6305.12345679012,0.0,60,1,10,10.0,0.0,0.0,10.5
523,523,1.3401695840397,failed,10.0,1,50000.0,11184.3650793651,36.997175,6305.12345679012,27.1686869460733,127,3,22,7.33333333333333,0.5,0.8,10.5
524,524,1.3401695840397,failed,10.0,10,17500.0,11184.3650793651,36.997175,6305.12345679012,16.1889949284627,98,3,15,5.0,0.25,0.233333333333333,10.5
525,525,1.3401695840397,successful,10.0,5290,15000.0,11184.3650793651,36.997175,6305.12345679012,26.6536563689376,133,1,22,22.0,0.1,0.15,10.5
526,526,2.10285504987634,failed,10.0,39,9450.0,2318.5,36.997175,6305.12345679012,0.0,130,1,20,20.0,0.0638888888888889,0.422222222222222,10.5
527,527,2.10285504987634,successful,10.0,36,500.0,2318.5,36.997175,6305.12345679012,85.5168811842508,126,1,17,17.0,0.25,0.3,10.5
528,528,2.10285504987634,successful,10.0,419,7000.0,2318.5,36.997175,6305.12345679012,0.0,133,1,24,24.0,0.375,0.55,10.5
529,529,2.10285504987634,successful,10.0,22,500.0,2318.5,36.997175,6305.12345679012,2.69138977150473,57,1,6,6.0,0.0,0.0,10.5
530,530,1.06405539100702,failed,10.0,1,15000.0,2152.0,36.997175,6305.12345679012,5.32985284646085,53,1,7,7.0,0.0,0.0,10.5
531,531,1.06405539100702,failed,10.0,0,6000.0,2152.0,36.997175,6305.12345679012,46.4904676919733,136,3,18,6.0,0.167,0.688,10.5
532,532,1.06405539100702,successful,10.0,13,600.0,2152.0,36.997175,6305.12345679012,-10.1876350024184,65,1,10,10.0,0.4,0.8,10.5
533,533,1.06405539100702,failed,10.0,0,15000.0,2152.0,36.997175,6305.12345679012,43.2116631319626,77,1,14,14.0,0.1,0.4,10.5
534,534,7.40445506048152,failed,10.0,1,1000.0,2491.03333333333,36.997175,6305.12345679012,74.0243270363086,100,1,13,13.0,0.0,0.0,10.5
535,535,7.40445506048152,canceled,10.0,0,1000.0,2491.03333333333,36.997175,6305.12345679012,0.0,132,1,20,20.0,0.0,0.0,10.5
536,536,2.13355180061349,failed,10.0,1,1400.0,5018.55319148936,36.997175,6305.12345679012,82.2771085821372,136,1,21,21.0,0.0,0.0,10.5
537,537,5.70298361464505,successful,10.0,23,1000.0,11889.0985915493,36.997175,6305.12345679012,23.8759963227959,109,1,21,21.0,0.05,0.5,10.5
538,538,10.0,successful,10.0,163,250.0,8135.55405405405,36.997175,6305.12345679012,24.0346283497567,87,1,12,12.0,0.00568181818181818,0.414772727272727,10.5
539,539,10.0,successful,10.0,361,8000.0,8135.55405405405,36.997175,6305.12345679012,10.290451955506,107,2,17,8.5,-0.0333333333333333,0.266666666666667,10.5
540,540,10.0,failed,10.0,6,200.0,8135.55405405405,36.997175,6305.12345679012,-9.66666876486127,136,1,21,21.0,-0.2,0.7,10.5
541,541,10.0,successful,10.0,418,9200.0,8135.55405405405,36.997175,6305.12345679012,33.6354389742259,112,1,19,19.0,-0.35,0.4,10.5
542,542,10.0,canceled,10.0,2,2980.0,8135.55405405405,36.997175,6305.12345679012,37.7444751441236,133,1,22,22.0,0.104220779220779,0.416883116883117,10.5
543,543,10.0,successful,10.0,279,8200.0,8135.55405405405,36.997175,6305.12345679012,0.0,131,1,19,19.0,-0.119791666666667,0.475,10.5
544,544,1.3034169746572,successful,10.0,6210,20000.0,11486.2162162162,36.997175,6305.12345679012,57.6559057438086,75,1,10,10.0,0.5,0.8,10.5
545,545,1.3034169746572,canceled,10.0,8,30000.0,11486.2162162162,36.997175,6305.12345679012,0.0,83,1,12,12.0,0.0,0.0,10.5
546,546,1.3034169746572,failed,10.0,10,800.0,11486.2162162162,36.997175,6305.12345679012,0.0,42,3,5,1.66666666666667,0.0,0.0,10.5
547,547,1.3034169746572,failed,10.0,38,8000.0,11486.2162162162,36.997175,6305.12345679012,24.5286746805343,130,1,19,19.0,0.4,0.594444444444444,10.5
